<<<<<<< HEAD
/ [GET, 404, 127.0.0.1, 2022-03-18 10:37:27.646207, 0.001s, 22B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.476823, 0.3888s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.531470, 0.0522s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.607965, 0.0741s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.614520, 0.1178s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.679879, 0.1839s, 269B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.696345, 0.0811s, 188B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:11.772912, 0.2771s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:41:31.380539, 0.1239s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:41:31.381417, 0.1247s, 19B]
/v1/hangman/Influenza/f3BNKAJFnlZuLZVuX1Zpk77TCsr2 [GET, 200, 127.0.0.1, 2022-04-16 20:41:34.553946, 0.169s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13} [GET, 500, 127.0.0.1, 2022-04-16 20:41:34.719790, 0.1245s, 31B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13} [GET, 500, 127.0.0.1, 2022-04-16 20:42:14.145221, 0.2396s, 31B]
/v1/hangman/undefined/} [GET, 500, 127.0.0.1, 2022-04-16 20:42:19.652497, 0.0773s, 31B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:42:27.045220, 0.0795s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:42:27.697626, 0.104s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:42:27.715626, 0.1166s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:42:27.813347, 0.2156s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:42:27.913047, 0.3166s, 16B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13} [GET, 500, 127.0.0.1, 2022-04-16 20:42:30.335934, 0.1339s, 31B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:42:56.937713, 0.1241s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:39.868631, 0.2398s, 444B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:50.371998, 0.059s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:51.324956, 0.0796s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:43:51.356315, 0.1085s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:51.420421, 0.1735s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:51.499725, 0.2529s, 16B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:43:53.479579, 0.1536s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:44:19.042438, 0.1193s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:44:25.778556, 0.1132s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:00.050776, 0.2482s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:21.087690, 0.1143s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:24.810905, 0.1683s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:28.830840, 0.1167s, 444B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:47.254455, 0.0781s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:48.330979, 0.1187s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:45:48.369218, 0.1539s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:48.422002, 0.2069s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:48.532062, 0.3183s, 16B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:45:50.912331, 0.171s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:46:07.959576, 0.1586s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:46:17.178538, 0.1465s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:46:25.911497, 0.1712s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:47:31.873315, 0.2429s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:47:38.921797, 0.1647s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:47:42.256032, 0.1394s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:48:08.753251, 0.1589s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:48:14.456633, 0.1703s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:48:51.434623, 0.2554s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:48:58.337890, 0.116s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:49:15.922312, 0.137s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:49:25.771792, 0.1469s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:49:34.824594, 0.1166s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:50:07.013305, 0.2661s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:50:17.529338, 0.1561s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:50:19.941102, 0.1349s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:50:26.480092, 0.1865s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:51:34.071214, 0.2667s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:51:37.745104, 0.1251s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:51:55.962345, 0.1625s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:51:58.475370, 0.2865s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:54:35.723882, 0.2726s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:54:55.881221, 0.1337s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:54:58.755772, 0.1778s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:55:09.992605, 0.1271s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:55:13.693621, 0.1383s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:55:42.310357, 0.2612s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:55:44.533862, 0.1434s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:56:02.799918, 0.1385s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:56:06.066941, 0.1381s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:57:36.161908, 0.2975s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:57:44.965819, 0.14s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:59:08.697880, 0.2138s, 444B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:01:08.597452, 0.1723s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:01:09.655457, 0.08s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 21:01:09.671741, 0.0942s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:01:09.745364, 0.1679s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:01:09.866142, 0.2889s, 16B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:01:14.510678, 0.1137s, 444B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:11.369826, 0.1983s, 188B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:12.404874, 0.1135s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 21:05:12.768852, 0.4758s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:13.053441, 0.7605s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:13.231391, 0.9386s, 16B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:15.259620, 0.1792s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:05:39.025093, 0.3557s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:07:15.064984, 0.3351s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:07:17.296480, 0.2319s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:08:58.103706, 0.4474s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:09:06.111128, 0.3385s, 444B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/ [OPTIONS, 200, 127.0.0.1, 2022-04-16 21:09:26.320432, 0.0005s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/ [POST, 404, 127.0.0.1, 2022-04-16 21:09:26.324656, 0.0012s, 22B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:10:22.940255, 0.316s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:10:28.843925, 0.1867s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:10:36.279668, 0.3101s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:10:55.895728, 0.2236s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:12:54.287361, 0.4286s, 444B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:13:12.830509, 0.2087s, 444B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/cough [OPTIONS, 200, 127.0.0.1, 2022-04-16 21:13:23.072977, 0.0005s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/cough [POST, 200, 127.0.0.1, 2022-04-16 21:13:23.362437, 0.2863s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/vaccine [OPTIONS, 200, 127.0.0.1, 2022-04-16 21:13:27.272510, 0.0006s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/vaccine [POST, 200, 127.0.0.1, 2022-04-16 21:13:27.678750, 0.4034s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [OPTIONS, 200, 127.0.0.1, 2022-04-16 21:13:30.272827, 0.0005s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [POST, 200, 127.0.0.1, 2022-04-16 21:13:30.495293, 0.2198s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/nazal [OPTIONS, 200, 127.0.0.1, 2022-04-16 21:13:33.622247, 0.0006s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/nazal [POST, 200, 127.0.0.1, 2022-04-16 21:13:33.872747, 0.2475s, 4B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:13:52.904058, 0.2568s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:14:03.384768, 0.2101s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:15:01.980773, 0.2956s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:15:14.158158, 0.203s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:15:34.388966, 0.1665s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:17:48.299586, 0.4752s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:17:56.916973, 0.1864s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:18:10.091968, 0.1994s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:18:20.672600, 0.1485s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:18:22.183981, 0.1241s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:18:36.825299, 0.1751s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:20:54.280951, 0.2301s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:21:12.148699, 0.1831s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:21:33.397826, 0.1311s, 418B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [POST, 200, 127.0.0.1, 2022-04-16 21:21:38.634188, 0.1693s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/vaccine [POST, 200, 127.0.0.1, 2022-04-16 21:21:42.694063, 0.2298s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [POST, 200, 127.0.0.1, 2022-04-16 21:21:46.785606, 0.1889s, 4B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:22:13.883578, 0.1207s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:22:18.838886, 0.1772s, 411B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:22:30.431371, 0.1894s, 418B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [POST, 200, 127.0.0.1, 2022-04-16 21:22:32.798036, 0.1705s, 4B]
/v1/crosswords/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 21:24:27.502929, 0.2557s, 623B]
/v1/crosswords/getCompleted/Influenza/f3BNKAJFnlZuLZVuX1Zpk77TCsr2 [GET, 200, 127.0.0.1, 2022-04-16 21:24:27.606742, 0.095s, 2B]
/v1/crosswords/Influenza/1 [GET, 200, 127.0.0.1, 2022-04-16 21:24:34.453250, 0.0662s, 612B]
/v1/crosswords/getCompleted/Influenza/f3BNKAJFnlZuLZVuX1Zpk77TCsr2 [GET, 200, 127.0.0.1, 2022-04-16 21:24:34.530955, 0.075s, 2B]
/v1/crosswords/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 21:24:37.085994, 0.1349s, 623B]
/v1/crosswords/getCompleted/Influenza/f3BNKAJFnlZuLZVuX1Zpk77TCsr2 [GET, 200, 127.0.0.1, 2022-04-16 21:24:37.157357, 0.0667s, 2B]
/v1/top5Dieseases?continent=World [GET, 200, 127.0.0.1, 2022-04-16 21:25:10.603776, 0.2367s, 187B]
/v1/top5Dieseases?continent=Africa [GET, 200, 127.0.0.1, 2022-04-16 21:25:13.661040, 0.1339s, 138B]
/v1/top5Dieseases?continent=Europe [GET, 200, 127.0.0.1, 2022-04-16 21:25:15.726328, 0.1006s, 410B]
/v1/top5Dieseases?continent=North%20America [GET, 200, 127.0.0.1, 2022-04-16 21:25:17.499073, 0.091s, 169B]
/v1/diseases/Herpes [GET, 200, 127.0.0.1, 2022-04-16 21:25:21.901290, 0.2046s, 111B]
/v1/top5Dieseases?continent=World [GET, 200, 127.0.0.1, 2022-04-16 21:25:26.325653, 0.0846s, 187B]
/v1/top5Dieseases?continent=South%20America [GET, 200, 127.0.0.1, 2022-04-16 21:25:29.621177, 0.0942s, 228B]
/v1/top5Dieseases?continent=North%20America [GET, 200, 127.0.0.1, 2022-04-16 21:25:35.023870, 0.0973s, 169B]
/v1/top5Dieseases?continent=South%20America [GET, 200, 127.0.0.1, 2022-04-16 21:25:42.333390, 0.157s, 228B]
/v1/top5Dieseases?continent=Oceania [GET, 200, 127.0.0.1, 2022-04-16 21:25:48.787096, 0.0768s, 189B]
/v1/latestReports [GET, 200, 127.0.0.1, 2022-04-16 21:25:53.940312, 43.5732s, 4923B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-16 21:25:55.455136, 0.1777s, 1086B]
/v1/latestReports [GET, 200, 127.0.0.1, 2022-04-16 21:26:07.764213, 41.5191s, 4923B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:27:58.333224, 0.1672s, 222B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:27:59.317208, 0.1312s, 222B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 21:27:59.366550, 0.1771s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:27:59.440395, 0.2511s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:27:59.525515, 0.3372s, 16B]
/v1/top5Dieseases?continent=World [GET, 200, 127.0.0.1, 2022-04-16 21:28:01.998772, 0.0891s, 187B]
/v1/top5Dieseases?continent=Oceania [GET, 200, 127.0.0.1, 2022-04-16 21:28:08.029849, 0.0836s, 189B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-16 21:28:10.098839, 0.1967s, 1086B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:29:37.866415, 0.1775s, 222B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:29:37.980649, 0.0697s, 222B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 21:29:38.041446, 0.1175s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:29:38.272386, 0.3488s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 21:29:38.362668, 0.4493s, 16B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-16 21:38:44.041805, 0.583s, 1086B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:11:35.767615, 0.9358s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:11:35.786775, 0.9529s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:11:35.857033, 1.0233s, 236B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:13:12.429298, 0.9249s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:14:46.618696, 0.7945s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:14:46.726402, 0.0679s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:14:46.746115, 0.0818s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:14:46.805656, 0.1427s, 236B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:17:38.558228, 0.8767s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:17:38.682150, 0.0667s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:17:38.691526, 0.0702s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:17:38.737632, 0.1168s, 236B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:17:38.763943, 0.0464s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:19:22.619722, 1.6114s, 235B]
